model_path,model_folder,model_name,uses_metadata,epochs,sft_size,training_cfg,lora_rank,prompt,BERTScore_f1,BERTScore_precision,BERTScore_recall,BLEU,Cosine,JSD,Jaccard,Levenshtein,ROUGE_rouge1,ROUGE_rouge2,ROUGE_rougeL,SequenceMatcher
M9,M9,M9,false,,,,,icl_p7,0.3681118279695511,0.3933964043855667,0.34837448596954346,0.0019953520234704735,0.04015301072945308,0.18212141531154205,0.014628743576111996,0.34549108071119256,0.026753841124550502,0.0,0.026753841124550502,0.22930838788510527
M9,M9,M9,false,,,,,icl_p8,0.2896824464201927,0.2620196878910065,0.3337137162685394,0.0005070553167712009,0.13136111972317405,0.16254028848063237,0.014407260351673284,0.08768245860420751,0.06343434343434344,0.0,0.05232323232323233,0.05853545511881225
M9.NQ1k.01.r16,M9.NQ1k.01.r16,M9,false,,NQ1k,01,r16,sft_xml,0.42407087683677674,0.5303494930267334,0.38170182406902314,0.0028089266283629604,0.23042367888403353,0.1946201798725364,0.03344163246694026,0.17292668470959888,0.14525992015647188,0.008695652173913045,0.13146681670819602,0.11581779100771276
M9.NQ1k.01.r8,M9.NQ1k.01.r8,M9,false,,NQ1k,01,r8,sft_xml,0.4417759835720062,0.5440338641405106,0.4039020448923111,0.0057748614569195795,0.25197695337152803,0.20676354766030441,0.0540875422996616,0.19698768945989897,0.1817037696602914,0.013695652173913045,0.14800811748637838,0.1374609423121841
M9.NQ1k.02.r16,M9.NQ1k.02.r16,M9,false,,NQ1k,02,r16,sft_xml,0.41095694303512575,0.5356074661016464,0.3438735753297806,2.8164062278017856e-05,0.15487636116911202,0.17187309878129936,0.004347826086956522,0.1714501357918405,0.09745532245532246,0.0,0.09745532245532246,0.1366360872865248
M9.NQ1k.02.r8,M9.NQ1k.02.r8,M9,false,,NQ1k,02,r8,sft_xml,0.42867670953273773,0.5280627906322479,0.372432479262352,0.005633756625225331,0.17219363184589476,0.19488111594587978,0.032965686274509805,0.22672876946113618,0.1285563121089437,0.011764705882352941,0.11033768862716231,0.16268445311500682
M9.NQ1k.03.r16,M9.NQ1k.03.r16,M9,false,,NQ1k,03,r16,sft_xml,0.41038401126861573,0.5281928837299347,0.34786667823791506,0.003644695597120211,0.18623295260353157,0.18398652539946053,0.017954425013248544,0.19918134443844324,0.12033113944878651,0.0,0.12033113944878651,0.145020593107194
M9.NQ1k.03.r8,M9.NQ1k.03.r8,M9,false,,NQ1k,03,r8,sft_xml,0.45099223852157594,0.5381653875112533,0.39603052139282224,0.01308021593721517,0.18394641784619087,0.21677913747741423,0.05997467629090843,0.27118327385228236,0.15052185946148794,0.028571428571428574,0.14660029083403697,0.22899956925145268
M9.NQ2k.01.r16,M9.NQ2k.01.r16,M9,false,,NQ2k,01,r16,sft_xml,0.4079504072666168,0.5204043090343475,0.35610500574111936,0.004546891088337075,0.2077385134627363,0.19065421209260067,0.028468992248062014,0.16886758701860966,0.14160319212950792,0.0,0.13088890641522222,0.1281927281941445
M9.NQ2k.01.r8,M9.NQ2k.01.r8,M9,false,,NQ2k,01,r8,sft_xml,0.4196926563978195,0.5226830393075943,0.3793785095214844,0.0039000245978082675,0.22621534202132634,0.1923963224580769,0.0331661600810537,0.18480024663299557,0.1391438785229108,0.0064516129032258064,0.12956726561968498,0.12216068865457981
M9.NQ2k.02.r16,M9.NQ2k.02.r16,M9,false,,NQ2k,02,r16,sft_xml,0.41282846331596373,0.4874183386564255,0.36953535974025725,0.004574275035372123,0.1275430059781392,0.18421824719103888,0.03101449275362319,0.21574387715864204,0.11208585858585858,0.014285714285714285,0.09958585858585858,0.15433130771648243
M9.NQ2k.02.r8,M9.NQ2k.02.r8,M9,false,,NQ2k,02,r8,sft_xml,0.4172540336847305,0.5201523810625076,0.35818863213062285,0.003154466527985089,0.1632023651416766,0.19184125192908516,0.028525641025641025,0.15798403035445374,0.11353355374783947,0.014285714285714285,0.10103355374783947,0.11106158387779701
M9.NQ2k.03.r16,M9.NQ2k.03.r16,M9,false,,NQ2k,03,r16,sft_xml,0.3884654253721237,0.471388378739357,0.33922553062438965,0.000612559081388031,0.10233949457149631,0.17847496175779481,0.012548262548262547,0.16463692973966723,0.06243302591128678,0.0,0.06243302591128678,0.09117689199913763
