model_path,model_folder,model_name,uses_metadata,epochs,sft_size,training_cfg,lora_rank,prompt,BERTScore_f1,BERTScore_precision,BERTScore_recall,BLEU,Cosine,JSD,Jaccard,Levenshtein,ROUGE_rouge1,ROUGE_rouge2,ROUGE_rougeL,SequenceMatcher
M12.NQ1k.03.r8,M12.NQ1k.03.r8,M12,false,,NQ1k,03,r8,sft_xml,0.31035331934690474,0.4048140954971313,0.25506402462720873,0.0003829881614947774,0.08152599715525233,0.1887843081984671,0.015895471316148768,0.06872495235732001,0.0301689001834092,0.004174614276918771,0.02255516453950562,0.012143985330871694
M12.NQ2k.01.r16,M12.NQ2k.01.r16,M12,false,,NQ2k,01,r16,sft_xml,0.33094133764505385,0.4443561863899231,0.26929927736520765,6.350545676285356e-05,0.12423952748162032,0.19712888278593885,0.021165146897035893,0.07022028150215859,0.03616979560931907,0.003212166676760577,0.030517194715775995,0.013216767881948659
M12.NQ2k.01.r8,M12.NQ2k.01.r8,M12,false,,NQ2k,01,r8,sft_xml,0.344871943295002,0.43054004669189455,0.29100400269031523,0.0008692220916950644,0.12312809016930581,0.2055607574118227,0.031957829086355874,0.10628222080011242,0.05723463899778367,0.011044458008663405,0.042637971736327766,0.019127420777155953
M12.NQ2k.02.r16,M12.NQ2k.02.r16,M12,false,,NQ2k,02,r16,sft_xml,0.32282303005456925,0.403445842564106,0.2721597072482109,4.8279697293870596e-05,0.09313742806454693,0.19346662076571294,0.020027114966288576,0.07828157904559714,0.03203356124648157,0.004021197566489751,0.027926024656077342,0.011410719435754578
M12.NQ2k.02.r8,M12.NQ2k.02.r8,M12,false,,NQ2k,02,r8,sft_xml,0.3262414693832397,0.42447682917118074,0.26836671471595763,1.2488410303766247e-05,0.09569944635566209,0.19395919202545092,0.019300341391462566,0.06869475059088327,0.03006442009487631,0.007977387761479738,0.028393093280362505,0.015174546280586475
M12.NQ2k.03.r16,M12.NQ2k.03.r16,M12,false,,NQ2k,03,r16,sft_xml,0.33436547964811325,0.4326801186800003,0.27644622564315796,0.0001018005064326834,0.12567377706893612,0.19781860672887044,0.020716367832303354,0.08810583740871009,0.04049405300004536,0.005540451459896068,0.033821714299105035,0.01889404263426124
M12.NQ2k.03.r8,M12.NQ2k.03.r8,M12,false,,NQ2k,03,r8,sft_xml,0.2919602382183075,0.3732608273625374,0.24283765494823456,1.8413609363620054e-05,0.05737597027654814,0.1812484367177946,0.011989277032957402,0.04684360439526038,0.022322002751726976,0.0025093234237667907,0.018489044086941346,0.005356896028783427
M12.NQ4k.01.r16,M12.NQ4k.01.r16,M12,false,,NQ4k,01,r16,sft_xml,0.31678310722112657,0.4233890387415886,0.25774374008178713,8.802443667186128e-05,0.08342022030048794,0.18845576539872608,0.015107330560241836,0.06820590836948061,0.029494077011986072,0.003356035690580396,0.024836900549288478,0.009058112166677535
M12.NQ4k.01.r8,M12.NQ4k.01.r8,M12,false,,NQ4k,01,r8,sft_xml,0.3120006287097931,0.41414407670497894,0.2543135967850685,1.451966455967704e-05,0.06912632767373851,0.18637731067703975,0.011873581559553885,0.05912292903695,0.020088121204695407,0.002315805109922757,0.017618149655359232,0.0073305484288292595
M12.NQ4k.02.r16,M12.NQ4k.02.r16,M12,false,,NQ4k,02,r16,sft_xml,0.30799622267484666,0.41802472531795504,0.24972694337368012,5.486378677392487e-06,0.07798978729494198,0.18462365867533898,0.011739747062478862,0.04964488699147891,0.0216390472550427,0.000425531914893617,0.018777020858410546,0.00600390230829192
